vin,back_legroom,body_type,city,city_fuel_economy,daysonmarket,dealer_zip,engine_displacement,engine_type,exterior_color,franchise_dealer,front_legroom,fuel_tank_volume,fuel_type,height,highway_fuel_economy,horsepower,interior_color,is_new,latitude,length,listed_date,listing_color,longitude,make_name,maximum_seating,mileage,model_name,power,savings_amount,seller_rating,torque,transmission,transmission_display,wheel_system,wheelbase,width,year,price
WDDZF4KBXJA378503,35.8 in,Sedan,Great Neck,21,42,11021,2000,I4,Black,FALSE,41.3 in,17.4 gal,Gasoline,57.8 in,29,241,Black,FALSE,40.7774,193.8 in,29-07-20,BLACK,-73.7268,Mercedes-Benz,5 seats,51197,E-Class,"241 hp @ 5,550 RPM",3582,3.346153846,"273 lb-ft @ 1,300 RPM",A,9-Speed Automatic,AWD,115.7 in,81.3 in,2018,29995
1C4PJLLX5KD302711,40.3 in,SUV / Crossover,Patchogue,20,192,11772,3200,V6,RED,FALSE,41.1 in,15.9 gal,Gasoline,65.7 in,29,271,None,FALSE,40.7827,182 in,01-03-20,RED,-73.0085,Jeep,5 seats,28529,Cherokee,"271 hp @ 6,500 RPM",0,4.166666667,"239 lb-ft @ 4,400 RPM",A,Automatic,FWD,106.2 in,73.2 in,2019,18995
5XYZUDLA1JG522462,39.4 in,SUV / Crossover,Stamford,19,47,6902,2000,I4,FROST WHITE PEARL,TRUE,41.3 in,17.4 gal,Gasoline,66.5 in,26,240,Black,FALSE,41.0473,185 in,24-07-20,WHITE,-73.5286,Hyundai,5 seats,31954,Santa Fe Sport,"240 hp @ 6,000 RPM",1613,4.258064516,"260 lb-ft @ 1,450 RPM",A,Automatic,AWD,106.3 in,74 in,2018,20591
5NPEJ4J21LH046728,34.8 in,Sedan,West Nyack,,140,10994,,I4,STORMY SEA,TRUE,46.1 in,15.9 gal,Gasoline,56.9 in,,,Black,TRUE,41.0912,192.9 in,22-04-20,UNKNOWN,-73.9504,Hyundai,5 seats,15,Sonata,,0,3.631578947,,A,8-Speed Automatic,,111.8 in,73.2 in,2020,29041
KM8J3CAL8LU191682,38.2 in,SUV / Crossover,Stamford,21,212,6902,2400,I4,MAGNETIC FORCE,TRUE,41.5 in,16.4 gal,Gasoline,65 in,26,181,Black,TRUE,41.0473,176.4 in,10-02-20,UNKNOWN,-73.5286,Hyundai,5 seats,14,Tucson,"181 hp @ 6,000 RPM",0,4.258064516,"175 lb-ft @ 4,000 RPM",A,Automatic,AWD,105.1 in,72.8 in,2020,32380
1C4PJMLB3LD638790,40.3 in,SUV / Crossover,East Hartford,21,57,6108,2000,I4,Bright White Clearcoat,TRUE,41.1 in,15.9 gal,Gasoline,66.2 in,29,270,Black,TRUE,41.7696,182 in,14-07-20,WHITE,-72.6545,Jeep,5 seats,16,Cherokee,"271 hp @ 6,500 RPM",0,4.377777778,"239 lb-ft @ 4,400 RPM",A,Automatic,4WD,106.6 in,73.2 in,2020,23707
2C3CDZC93GH325641,33.1 in,Coupe,Green Brook,13,53,8812,6200,V8,Granite Pearlcoat,TRUE,42 in,18.5 gal,Gasoline,55.7 in,21,707,Black/Ruby Red,FALSE,40.6044,197.5 in,18-07-20,UNKNOWN,-74.4741,Dodge,5 seats,12263,Challenger,"707 hp @ 6,000 RPM",3210,3.644444444,"650 lb-ft @ 4,000 RPM",M,6-Speed Manual,RWD,116.2 in,85.8 in,2016,49990
1C6SRFJT6KN504379,45.2 in,Pickup Truck,Green Brook,15,11,8812,5700,V8,Diamond Black Crystal Pearlcoat,TRUE,40.9 in,26 gal,Gasoline,77.6 in,21,395,Black,FALSE,40.6044,232.9 in,29-08-20,BLACK,-74.4741,RAM,6 seats,53679,1500,"395 hp @ 5,600 RPM",286,3.644444444,"410 lb-ft @ 3,950 RPM",A,8-Speed Automatic,4WD,144.6 in,82.1 in,2019,41488
1C4AJWAG3FL500578,35.6 in,SUV / Crossover,Waterford,17,46,48328,3600,V6,Black Clearcoat,TRUE,41 in,18.6 gal,Gasoline,70.9 in,21,285,Black,FALSE,42.6507,152.8 in,25-07-20,BLACK,-83.3682,Jeep,4 seats,52516,Wrangler,"285 hp @ 6,400 RPM",1526,4.7,"260 lb-ft @ 4,800 RPM",A,5-Speed Automatic,4WD,95.4 in,82.8 in,2015,22987
KNDPMCAC7L7826630,38.2 in,SUV / Crossover,Bohemia,,110,11716,2400,I4,Sparkling Silver,TRUE,41.5 in,16.4 gal,Gasoline,64.8 in,,181,Black,TRUE,40.7589,176.4 in,22-05-20,SILVER,-73.1055,Kia,5 seats,6,Sportage,"181 hp @ 6,000 RPM",0,3.647058824,"175 lb-ft @ 4,000 RPM",A,6-Speed Automatic Overdrive,AWD,105.1 in,73 in,2020,26640
1GNEVFKW1LJ275166,38.4 in,SUV / Crossover,Bay Shore,17,26,11706,3600,V6,Silver Ice Metallic,TRUE,41 in,21.7 gal,Gasoline,70.7 in,25,310,Jet Black,TRUE,40.7333,204.3 in,14-08-20,SILVER,-73.2587,Chevrolet,8 seats,,Traverse,"310 hp @ 6,800 RPM",0,3.447761194,"266 lb-ft @ 2,800 RPM",A,9-Speed Automatic,4WD,120.9 in,78.6 in,2020,31112
1GKS2CKJ5HR111584,39 in,SUV / Crossover,Croton-On-Hudson,15,13,10520,6200,V8,Onyx Black,TRUE,45.3 in,26 gal,Gasoline,74.4 in,20,420,Jet Black,FALSE,41.2023,203.9 in,27-08-20,BLACK,-73.8855,GMC,8 seats,40566,Yukon,"420 hp @ 5,600 RPM",3022,4.636363636,"460 lb-ft @ 4,100 RPM",A,Automatic,4WD,116 in,80.5 in,2017,51888
SALRU2RV2L2435447,37.6 in,SUV / Crossover,San Juan,,70,922,3000,V6,Eiger Gray,TRUE,39 in,23.5 gal,Gasoline,73 in,,340,Gray (Ebony/Ebony/Ebony),TRUE,18.4439,195.1 in,01-07-20,GRAY,-66.0785,Land Rover,7 seats,11,Discovery,"340 hp @ 6,500 RPM",0,3,"332 lb-ft @ 3,500 RPM",A,8-Speed Automatic Overdrive,AWD,115 in,87.4 in,2020,64670
KNDCD3LD6L5387923,37.4 in,SUV / Crossover,Bohemia,,55,11716,1600,I4,Aurora Black Pearl,TRUE,41.7 in,11.4 gal,Gasoline,60.8 in,,139,Black (Charcoal),TRUE,40.7589,171.5 in,16-07-20,BLACK,-73.1055,Kia,5 seats,18,Niro Hybrid Plug-In,,0,3.647058824,,A,6-Speed Automatic,FWD,106.3 in,71.1 in,2020,32595
3VWDB7AJ3HM284595,38.1 in,Sedan,Croton-On-Hudson,28,17,10520,1400,I4,None,TRUE,41.2 in,14.5 gal,Gasoline,57.2 in,38,150,None,FALSE,41.2023,183.3 in,23-08-20,UNKNOWN,-73.8855,Volkswagen,5 seats,53033,Jetta,"150 hp @ 5,000 RPM",481,4.636363636,"184 lb-ft @ 1,600 RPM",A,Automatic,FWD,104.4 in,70 in,2017,14578
1C4RJFCG0LC434681,38.6 in,SUV / Crossover,East Hartford,18,10,6108,3000,V6,Bright White Clearcoat,TRUE,40.3 in,24.6 gal,Gasoline,69.3 in,25,240,Black,TRUE,41.7696,189.8 in,30-08-20,WHITE,-72.6545,Jeep,5 seats,0,Grand Cherokee,"360 hp @ 5,150 RPM",0,4.377777778,"390 lb-ft @ 4,250 RPM",A,Automatic,4WD,114.7 in,84.8 in,2020,43268
KNDP6CAC5L7827219,38.2 in,SUV / Crossover,Bohemia,,121,11716,2400,I4,Sparkling Silver,TRUE,41.5 in,16.4 gal,Gasoline,65.2 in,,181,Black,TRUE,40.7589,176.4 in,11-05-20,SILVER,-73.1055,Kia,5 seats,12,Sportage,"181 hp @ 6,000 RPM",0,3.647058824,"175 lb-ft @ 4,000 RPM",A,6-Speed Automatic Overdrive,AWD,105.1 in,73 in,2020,28195
19XFC1F74GE204135,37.4 in,Sedan,Great Neck,31,22,11021,1500,I4,Grey,FALSE,42.3 in,12.4 gal,Gasoline,55.7 in,42,174,Black,FALSE,40.7774,182.3 in,18-08-20,GRAY,-73.7268,Honda,5 seats,56768,Civic,"174 hp @ 6,000 RPM",2032,3.346153846,"162 lb-ft @ 1,700 RPM",CVT,Continuously Variable Transmission,FWD,106.3 in,70.8 in,2016,13995
5NPEF4JA1LH036595,34.8 in,Sedan,West Nyack,27,196,10994,2500,I4,Portofino Gray,TRUE,46.1 in,15.9 gal,Gasoline,56.9 in,37,191,Black,TRUE,41.0912,192.9 in,26-02-20,GRAY,-73.9504,Hyundai,5 seats,7,Sonata,"191 hp @ 6,100 RPM",0,3.631578947,"181 lb-ft @ 4,000 RPM",A,8-Speed Automatic,FWD,111.8 in,73.2 in,2020,25609
1FTNE14W37DA33668,--,Van,Linden,,24,7036,5400,V8,white,FALSE,40 in,35 gal,Gasoline,81.2 in,,255,Gray,FALSE,40.6446,212 in,16-08-20,WHITE,-74.2532,Ford,2 seats,135317,E-Series,"255 hp @ 4,500 RPM",3447,4.666666667,"350 lb-ft @ 2,500 RPM",A,Automatic,RWD,138 in,79.3 in,2007,4999
1GYS4HKJ0KR336497,39.7 in,SUV / Crossover,Bay Shore,14,282,11706,6200,V8,Satin Steel Metallic,TRUE,45.3 in,31 gal,Gasoline,74 in,21,420,Jet Black,FALSE,40.7333,224.3 in,02-12-19,UNKNOWN,-73.2587,Cadillac,8 seats,3418,Escalade ESV,"420 hp @ 5,600 RPM",2480,3.447761194,"460 lb-ft @ 4,100 RPM",A,Automatic,4WD,130 in,80.5 in,2019,64439
1FT7X2B67GEC37668,31.6 in,Pickup Truck,Springfield,,333,1119,6200,V8 Flex Fuel Vehicle,WHITE,FALSE,41.1 in,35 gal,Flex Fuel Vehicle,79.3 in,,385,Gray,FALSE,42.1275,248.6 in,12-10-19,WHITE,-72.5108,Ford,6 seats,32363,F-250 Super Duty,"440 hp @ 2,800 RPM",5396,3.5,"860 lb-ft @ 1,600 RPM",A,Automatic,4WD,158 in,104.9 in,2016,38997
3LN6L5F96LR616287,37 in,Sedan,Wayne,20,26,7470,2000,I4,Blue,TRUE,44.3 in,18 gal,Gasoline,58.2 in,29,245,Black (Ebony),TRUE,40.9086,194.1 in,14-08-20,BLUE,-74.2609,Lincoln,5 seats,9,MKZ,"245 hp @ 5,500 RPM",0,4.75,"275 lb-ft @ 3,000 RPM",A,6-Speed Automatic,AWD,112.2 in,83.3 in,2020,43752
ZACCJBBW2GPD08766,35.1 in,SUV / Crossover,Bay Shore,24,16,11706,2400,I4,Mojave Sand,TRUE,41.2 in,12.7 gal,Gasoline,66.5 in,31,180,Black,FALSE,40.7333,166.6 in,24-08-20,UNKNOWN,-73.2587,Jeep,5 seats,35392,Renegade,"180 hp @ 6,400 RPM",1652,3.447761194,"175 lb-ft @ 3,900 RPM",M,6-Speed Manual,4WD,101.2 in,79.6 in,2016,14849
JH4CU2F68AC020925,34.3 in,Sedan,Little Ferry,21,19,7643,2400,I4,Gray,FALSE,42.4 in,18.5 gal,Gasoline,56.6 in,30,201,Brown (Beige),FALSE,40.8558,185.6 in,21-08-20,GRAY,-74.0493,Acura,5 seats,152787,TSX,"201 hp @ 7,000 RPM",1060,3.577777778,"172 lb-ft @ 4,300 RPM",A,5-Speed Automatic,FWD,106.6 in,72.4 in,2010,6499
1GNKVJKD8HJ182219,36.8 in,SUV / Crossover,Bay Shore,15,43,11706,3600,V6,Mosaic Black Metallic,TRUE,41.3 in,22 gal,Gasoline,69.9 in,22,288,Black (Ebony),FALSE,40.7333,203.7 in,28-07-20,BLACK,-73.2587,Chevrolet,7 seats,28555,Traverse,"288 hp @ 6,300 RPM",2298,3.447761194,"270 lb-ft @ 3,400 RPM",A,6-Speed Automatic,AWD,118.9 in,78.5 in,2017,27924
4T1BF28BX3U337549,40.1 in,Sedan,Lakewood,19,5,8701,3000,V6,Gray,FALSE,41.7 in,18 gal,Gasoline,57.1 in,27,210,Gray,FALSE,40.0825,191.9 in,04-09-20,GRAY,-74.1737,Toyota,5 seats,203870,Avalon,"210 hp @ 5,800 RPM",0,4.916666667,"220 lb-ft @ 4,400 RPM",A,4-Speed Automatic,FWD,107.1 in,71.7 in,2003,2500
KNDJ23AU8M7738451,38.8 in,SUV / Crossover,Bohemia,28,55,11716,2000,I4,Inferno Red,TRUE,41.1 in,14.3 gal,Gasoline,63 in,33,147,Black,TRUE,40.7589,165.2 in,16-07-20,RED,-73.1055,Kia,5 seats,4,Soul,"147 hp @ 6,200 RPM",0,3.647058824,"132 lb-ft @ 4,500 RPM",A,Automatic,FWD,102.4 in,70.9 in,2021,21945
3HGGK5G67JM721464,39.3 in,Hatchback,Patchogue,,52,11772,1500,I4,RED,FALSE,41.4 in,10.6 gal,Gasoline,60 in,,128,None,FALSE,40.7827,161.8 in,19-07-20,RED,-73.0085,Honda,5 seats,36447,Fit,"128 hp @ 6,600 RPM",2301,4.166666667,"113 lb-ft @ 4,600 RPM",CVT,Continuously Variable Transmission,FWD,99.6 in,67 in,2018,12495
WBA8Z9C5XJB219717,39.2 in,Wagon,Linden,23,75,7036,2000,I4,Estoril Blue Metallic,FALSE,42 in,15.8 gal,Gasoline,59.4 in,33,248,Black,FALSE,40.6311,190 in,26-06-20,BLUE,-74.2404,BMW,5 seats,52052,3 Series Gran Turismo,"248 hp @ 5,200 RPM",1058,4.131578947,"258 lb-ft @ 1,450 RPM",A,Automatic,AWD,115 in,80.6 in,2018,26900
1FTFX1E52JFC49009,33.5 in,Pickup Truck,Michigan Center,16,68,49203,5000,V8,White,FALSE,43.9 in,23 gal,Gasoline,77.2 in,22,395,None,FALSE,42.2388,231.9 in,03-07-20,WHITE,-84.3466,Ford,6 seats,21033,F-150,"395 hp @ 5,750 RPM",1985,4.098039216,"400 lb-ft @ 3,850 RPM",A,Automatic,4WD,145 in,96.8 in,2018,31995
2T1BURHE6HC799883,41.4 in,Sedan,North Plainfield,28,41,7060,1800,I4,Blue Crush Metallic,FALSE,42.3 in,13.2 gal,Gasoline,57.3 in,36,132,Black,FALSE,40.6229,183.1 in,30-07-20,BLUE,-74.4454,Toyota,5 seats,57867,Corolla,"132 hp @ 6,000 RPM",114,4.418604651,"128 lb-ft @ 4,400 RPM",A,Automatic,FWD,106.3 in,69.9 in,2017,14900
YV4162UM1M2407764,36.1 in,SUV / Crossover,Huntington,,6,11743,2000,I4,CRYSTAL WHITE,TRUE,40.9 in,14.2 gal,Gasoline,65.3 in,,248,White (CHARCOAL NUBUCK),TRUE,40.8286,174.2 in,03-09-20,WHITE,-73.4281,Volvo,5 seats,3,XC40,"248 hp @ 5,500 RPM",0,4.153846154,"258 lb-ft @ 1,800 RPM",A,Automatic,AWD,106.4 in,80.1 in,2021,45905
WDC0G8JB2JF391090,37.3 in,SUV / Crossover,Linden,16,27,7036,4000,V8,designo Cardinal Red Metallic,FALSE,40.8 in,17.4 gal,Gasoline,63.8 in,22,469,Black,FALSE,40.6311,184.2 in,13-08-20,RED,-74.2404,Mercedes-Benz,5 seats,8865,GLC-Class,"469 hp @ 5,500 RPM",4490,4.131578947,"479 lb-ft @ 1,750 RPM",A,Automatic,AWD,113.1 in,82.5 in,2018,58800
KNDCB3LC3L5422138,37.4 in,SUV / Crossover,Bohemia,51,10,11716,1600,I4 Hybrid,Deep Cerulean,TRUE,41.7 in,11.9 gal,Hybrid,60.8 in,46,139,Gray,TRUE,40.7589,171.5 in,30-08-20,UNKNOWN,-73.1055,Kia,5 seats,2,Niro,,0,3.647058824,,Dual Clutch,6-Speed Dual Clutch,FWD,106.3 in,71.1 in,2020,24345
3N1AB7AP7HY345582,37.4 in,Sedan,Patchogue,29,178,11772,1800,I4,BLUE,FALSE,42.5 in,13.2 gal,Gasoline,58.9 in,37,130,None,FALSE,40.7827,182.1 in,15-03-20,BLUE,-73.0085,Nissan,5 seats,18219,Sentra,"130 hp @ 6,000 RPM",1262,4.166666667,,CVT,Continuously Variable Transmission,FWD,106.3 in,69.3 in,2017,11995
YV4162UM8M2396682,36.1 in,SUV / Crossover,Huntington,22,36,11743,2000,I4,BURSTING_BLUE_M,TRUE,40.9 in,14.2 gal,Gasoline,65.3 in,30,248,CHARCOAL NUBUCK,TRUE,40.8286,174.2 in,04-08-20,UNKNOWN,-73.4281,Volvo,5 seats,6,XC40,"248 hp @ 5,500 RPM",0,4.153846154,"258 lb-ft @ 1,800 RPM",A,Automatic,AWD,106.4 in,80.1 in,2021,45265
WDCGG8JB2FG429577,35.1 in,SUV / Crossover,Bronx,18,8,10466,3500,V6,Iridium Silver Metallic,FALSE,41.4 in,17.4 gal,Gasoline,66.9 in,25,302,Black,FALSE,40.8845,178.2 in,01-09-20,SILVER,-73.8328,Mercedes-Benz,5 seats,53280,GLK-Class,"302 hp @ 6,500 RPM",2694,3.419753086,"273 lb-ft @ 3,500 RPM",A,Automatic,AWD,108.5 in,79.4 in,2015,19950
WAUAJGFF4F1055380,35.1 in,Sedan,Linden,31,53,7036,2000,I4 Diesel,Glacier White Metallic,FALSE,41.2 in,13.2 gal,Diesel,55.7 in,43,150,Black,FALSE,40.6311,175.4 in,18-07-20,WHITE,-74.2404,Audi,5 seats,26185,A3,"150 hp @ 3,500 RPM",654,4.131578947,"236 lb-ft @ 1,750 RPM",A,Automatic,FWD,103.8 in,77.2 in,2015,17600
2C4RDGBG0ER129481,36.5 in,Minivan,East Meadow,17,41,11554,3600,V6 Flex Fuel Vehicle,True Blue Pearlcoat,TRUE,40.7 in,20 gal,Flex Fuel Vehicle,68.9 in,25,283,Black,FALSE,40.7604,202.8 in,30-07-20,BLUE,-73.5319,Dodge,7 seats,55829,Grand Caravan,"283 hp @ 6,400 RPM",520,3.555555556,"260 lb-ft @ 4,400 RPM",A,6-Speed Automatic,FWD,121.2 in,88.5 in,2014,10987
WBS8M9C51J5J77950,35.1 in,Sedan,Great Neck,,210,11021,3000,I6,Black,FALSE,42 in,15.8 gal,Gasoline,56.1 in,,454,Red,FALSE,40.7774,184.5 in,12-02-20,BLACK,-73.7268,BMW,5 seats,60303,M3,"454 hp @ 6,250 RPM",7237,3.346153846,"442 lb-ft @ 4,000 RPM",A,Automatic,RWD,110.7 in,80.2 in,2018,43995
2T3BFREVXJW806134,37.2 in,SUV / Crossover,Greenwich,22,19,6830,2500,I4,Ruby Flare Pearl,TRUE,42.6 in,15.9 gal,Gasoline,65.9 in,28,176,Black,FALSE,41.0265,183.5 in,21-08-20,UNKNOWN,-73.6323,Toyota,5 seats,16935,RAV4,"176 hp @ 6,000 RPM",1165,4.441176471,"172 lb-ft @ 4,100 RPM",A,6-Speed Automatic,AWD,104.7 in,72.6 in,2018,20990
3LN6L5B9XLR612507,37 in,Sedan,Wayne,20,176,7470,2000,I4,Blue,TRUE,44.3 in,18 gal,Gasoline,58.2 in,29,245,Black (Ebony),TRUE,40.9086,194.1 in,17-03-20,BLUE,-74.2609,Lincoln,5 seats,5,MKZ,"245 hp @ 5,500 RPM",0,4.75,"275 lb-ft @ 3,000 RPM",A,6-Speed Automatic,AWD,112.2 in,83.3 in,2020,40248
3MZBN1U7XHM153529,35.8 in,Sedan,Lodi,28,14,7644,2000,I4,Jet Black Mica,TRUE,42.2 in,13.2 gal,Gasoline,57.3 in,37,155,Black,FALSE,40.8775,180.3 in,26-08-20,BLACK,-74.0758,Mazda,5 seats,22962,MAZDA3,"155 hp @ 6,000 RPM",119,3.8,"150 lb-ft @ 4,000 RPM",A,Automatic,FWD,106.3 in,70.7 in,2017,14995
5YMTS0C08LLT10507,36.4 in,SUV / Crossover,Linden,14,29,7036,3000,I6,Black Sapphire Metallic,FALSE,40.4 in,17.2 gal,Gasoline,65.7 in,19,503,Black,FALSE,40.6311,186.1 in,11-08-20,BLACK,-74.2404,BMW,5 seats,2366,X3 M,"503 hp @ 5,950 RPM",0,4.131578947,"442 lb-ft @ 2,600 RPM",A,Automatic,AWD,112.8 in,84.2 in,2020,66800
5NMS2CAD0KH071157,40.9 in,SUV / Crossover,Danbury,21,32,6810,2400,I4,Twilight Black,TRUE,44.1 in,18.8 gal,Gasoline,66.1 in,27,185,Espresso/Gray,FALSE,41.3787,187.8 in,16-08-20,BLACK,-73.4721,Hyundai,5 seats,37001,Santa Fe,"185 hp @ 6,000 RPM",904,1,"178 lb-ft @ 4,000 RPM",A,Automatic,AWD,108.9 in,74.4 in,2019,19349
JN8CS1MW3GM752522,34.6 in,SUV / Crossover,Linden,16,64,7036,3700,V6,Black Obsidian,FALSE,44.7 in,23.8 gal,Gasoline,66.1 in,22,325,Graphite,FALSE,40.6311,191.3 in,07-07-20,BLACK,-74.2404,INFINITI,5 seats,24758,QX70,,1485,4.131578947,267 lb-ft @ 267 RPM,A,Automatic,AWD,113.6 in,75.9 in,2016,27800
2T1BURHE5FC425634,41.4 in,Sedan,Stamford,,6,6902,1800,I4,Slate Metallic,TRUE,42.3 in,13.2 gal,Gasoline,57.3 in,,132,Steel Blue,FALSE,41.0473,183.1 in,03-09-20,UNKNOWN,-73.5286,Toyota,5 seats,66740,Corolla,"132 hp @ 6,000 RPM",512,4.258064516,"128 lb-ft @ 4,400 RPM",,,FWD,106.3 in,69.9 in,2015,12491
3GNAXSEV7LS710873,39.9 in,SUV / Crossover,Bay Shore,,28,11706,1500,I4,Silver Ice Metallic,TRUE,40.9 in,15.6 gal,Gasoline,65.4 in,,170,Medium Ash Gray,TRUE,40.7333,183.1 in,12-08-20,SILVER,-73.2587,Chevrolet,5 seats,,Equinox,"170 hp @ 5,600 RPM",0,3.447761194,"203 lb-ft @ 2,000 RPM",A,6-Speed Automatic Overdrive,4WD,107.3 in,72.6 in,2020,26254
JM3KFBCM1L0848658,39.6 in,SUV / Crossover,Lodi,24,5,7644,2500,I4,Snowflake White Pearl Mica,TRUE,41 in,15.3 gal,Gasoline,66.1 in,30,187,Black,TRUE,40.8775,179.1 in,04-09-20,WHITE,-74.0758,Mazda,5 seats,0,CX-5,"187 hp @ 6,000 RPM",0,3.8,"186 lb-ft @ 4,000 RPM",A,Automatic,AWD,106.2 in,83.3 in,2020,31195
1GNEVGKW2LJ291687,38.4 in,SUV / Crossover,Bay Shore,17,11,11706,3600,V6,Satin Steel Metallic,TRUE,41 in,21.7 gal,Gasoline,70.7 in,25,310,Jet Black,TRUE,40.7333,204.3 in,29-08-20,UNKNOWN,-73.2587,Chevrolet,8 seats,,Traverse,"310 hp @ 6,800 RPM",0,3.447761194,"266 lb-ft @ 2,800 RPM",A,9-Speed Automatic,4WD,120.9 in,78.6 in,2020,35668
JN8AZ18W09W158412,36.3 in,SUV / Crossover,Staten Island,18,7,10304,3500,V6,Black,FALSE,43.6 in,21.7 gal,Gasoline,67 in,23,265,Brown (Tan),FALSE,40.6241,188.5 in,02-09-20,BLACK,-74.0812,Nissan,5 seats,132055,Murano,"265 hp @ 6,000 RPM",2294,5,"248 lb-ft @ 4,400 RPM",CVT,Continuously Variable Transmission,AWD,111.2 in,74.1 in,2009,5200
1C4PJMCB1LD545833,40.3 in,SUV / Crossover,East Hartford,21,253,6108,2400,I4,Diamond Black Crystal Pearlcoat,TRUE,41.1 in,15.9 gal,Gasoline,66.2 in,29,180,Black,TRUE,41.7696,182 in,31-12-19,BLACK,-72.6545,Jeep,5 seats,15,Cherokee,"271 hp @ 6,500 RPM",0,4.377777778,"239 lb-ft @ 4,400 RPM",A,Automatic,4WD,106.6 in,73.2 in,2020,23727
1G6DK5RK1L0145293,33.4 in,Sedan,Bay Shore,23,28,11706,2000,I4,Black Raven,TRUE,42.4 in,17 gal,Gasoline,56 in,32,237,Jet Black With Jet Black Accents,TRUE,40.7333,187.2 in,12-08-20,BLACK,-73.2587,Cadillac,5 seats,,CT4,"237 hp @ 5,000 RPM",0,3.447761194,"258 lb-ft @ 1,500 RPM",A,8-Speed Automatic,AWD,109.3 in,77.7 in,2020,37199
3GTU9BED9LG383709,43.4 in,Pickup Truck,Rockville Centre,,17,11570,5300,V8,Satin Steel Metallic,TRUE,44.5 in,24 gal,Gasoline,75.5 in,,355,Black,TRUE,40.6572,231.7 in,23-08-20,UNKNOWN,-73.6341,GMC,6 seats,,Sierra 1500,"355 hp @ 5,600 RPM",0,4.733333333,"383 lb-ft @ 4,100 RPM",A,Automatic,4WD,147.4 in,81.2 in,2020,44470
KNDJ63AU4M7739925,38.8 in,SUV / Crossover,Bohemia,28,31,11716,2000,I4,Neptune Blue,TRUE,41.1 in,14.3 gal,Gasoline,63 in,33,147,Black,TRUE,40.7589,165.2 in,09-08-20,BLUE,-73.1055,Kia,5 seats,3,Soul,"147 hp @ 6,200 RPM",0,3.647058824,"132 lb-ft @ 4,500 RPM",A,Automatic,FWD,102.4 in,70.9 in,2021,22040
1J8GL48KX5W711852,37.2 in,SUV / Crossover,Lakewood,15,49,8701,3700,V6,Red,FALSE,40.8 in,20 gal,Gasoline,71.1 in,20,210,Gray,FALSE,40.0825,174.4 in,22-07-20,RED,-74.1737,Jeep,5 seats,144247,Liberty,"210 hp @ 5,200 RPM",865,4.916666667,"235 lb-ft @ 4,000 RPM",A,4-Speed Automatic,4WD,104.3 in,71.6 in,2005,3500
JM3KFBCM2L0835644,39.6 in,SUV / Crossover,Lodi,24,25,7644,2500,I4,Deep Crystal Blue Mica,TRUE,41 in,15.3 gal,Gasoline,66.1 in,30,187,Black,TRUE,40.8775,179.1 in,15-08-20,BLUE,-74.0758,Mazda,5 seats,0,CX-5,"187 hp @ 6,000 RPM",0,3.8,"186 lb-ft @ 4,000 RPM",A,Automatic,AWD,106.2 in,83.3 in,2020,30995
KM8J3CAL9LU277048,38.2 in,SUV / Crossover,West Nyack,21,97,10994,2400,I4,BLACK,TRUE,41.5 in,16.4 gal,Gasoline,65 in,26,181,None,TRUE,41.0912,176.4 in,04-06-20,BLACK,-73.9504,Hyundai,5 seats,10,Tucson,"181 hp @ 6,000 RPM",0,3.631578947,"175 lb-ft @ 4,000 RPM",A,6-Speed Automatic,AWD,105.1 in,72.8 in,2020,28623
7JRA22TKXLG071436,35.2 in,Sedan,Huntington,21,56,11743,2000,I4,CRYSTAL_WHITE_M,TRUE,42.3 in,15.9 gal,Gasoline,56.6 in,32,316,BLOND LEATHERET,TRUE,40.8286,187.4 in,15-07-20,UNKNOWN,-73.4281,Volvo,5 seats,2,S60,"316 hp @ 5,700 RPM",0,4.153846154,"295 lb-ft @ 2,200 RPM",A,Automatic,AWD,113.1 in,80.3 in,2020,47255
5NMS2CAD4KH116746,40.9 in,SUV / Crossover,Stamford,21,35,6902,2400,I4,Machine Gray,TRUE,44.1 in,18.8 gal,Gasoline,66.1 in,27,185,Espresso/Gray,FALSE,41.0473,187.8 in,05-08-20,GRAY,-73.5286,Hyundai,5 seats,12437,Santa Fe,"185 hp @ 6,000 RPM",846,4.258064516,"178 lb-ft @ 4,000 RPM",A,Automatic,AWD,108.9 in,74.4 in,2019,21991
1J8GA59117L154898,37.2 in,SUV / Crossover,Linden,14,24,7036,3800,V6,BLUE,FALSE,41 in,21.6 gal,Gasoline,70.9 in,18,205,Gray,FALSE,40.6446,173.4 in,16-08-20,BLUE,-74.2532,Jeep,5 seats,153205,Wrangler Unlimited,"205 hp @ 5,200 RPM",2552,4.666666667,"240 lb-ft @ 4,000 RPM",A,Automatic,4WD,116 in,82.8 in,2007,12999
2C3CCARG5LH164617,40.1 in,Sedan,Green Brook,18,79,8812,3600,V6,Velvet Red Pearlcoat,TRUE,41.8 in,18.5 gal,Gasoline,59.2 in,27,292,Black,TRUE,40.6044,198.6 in,22-06-20,RED,-74.4741,Chrysler,5 seats,15,300,"292 hp @ 6,350 RPM",0,3.644444444,"260 lb-ft @ 4,800 RPM",A,8-Speed Automatic,AWD,120 in,75 in,2020,33338
